Fecha,Hora,v4 (Voltaje) [V],m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (40 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],t7 (60 cm) [C],tz (T Amb superficie) [C],v7 (Voltaje) [V]
2024-04-06,17:40:17,6.51,65.25,62.08,55.83,46.36,44.3,23.9,17.25,17.75,
2024-04-06,23:50:36,6.22,63.89,61.14,55.08,46.42,44.34,23.91,17.18,14.12,
2024-04-07,00:00:36,6.22,63.55,60.82,54.74,46.21,44.03,23.68,17.18,14.06,
2024-04-07,05:20:51,6.16,63.19,60.57,54.68,46.44,44.31,23.89,17.18,12.5,
2024-04-07,10:41:06,6.53,62.63,60.04,54.33,46.45,44.29,23.88,17.18,14,
2024-04-07,16:01:21,6.5,61.52,59.44,53.82,46.35,44.19,23.82,17.12,17.37,
2024-04-07,23:51:43,6.22,60.97,59.25,53.7,46.47,44.34,23.93,17,14.06,
2024-04-08,00:01:43,6.22,60.96,59.21,53.65,46.44,44.3,23.91,17,14.06,
2024-04-08,05:41:58,6.17,60.67,58.85,53.51,46.46,44.3,23.91,17,13.75,
2024-04-08,11:32:13,6.57,60.27,58.46,53.25,46.45,44.23,23.88,17,14.62,
2024-04-08,17:12:29,6.53,58.4,57.86,52.99,46.41,44.23,23.9,16.93,16.68,
2024-04-08,23:52:47,6.23,57.84,57.49,52.81,46.39,44.22,23.9,16.87,14.31,
2024-04-09,00:02:47,6.19,57.83,57.48,52.81,46.4,44.23,23.91,16.87,14.25,
2024-04-09,05:43:02,6.16,57.56,57.14,52.67,46.43,44.22,23.92,16.87,13.31,
2024-04-09,11:33:17,6.56,56.99,56.71,52.52,46.44,44.2,23.92,16.87,14.5,
2024-04-09,17:13:33,6.55,55.26,55.95,52.16,46.34,44.15,23.9,16.81,16.62,
2024-04-09,23:53:51,6.23,54.68,55.54,51.97,46.34,44.17,23.91,16.75,14.25,
2024-04-10,00:03:51,6.19,54.67,55.53,51.97,46.34,44.17,23.9,16.75,14.18,
2024-04-10,05:44:07,6.17,54.43,55.2,51.86,46.37,44.19,23.92,16.75,13.56,
2024-04-10,11:34:21,6.56,53.78,54.67,51.62,46.36,44.13,23.9,16.75,14.81,
2024-04-10,17:14:37,6.54,52.21,53.69,51.22,46.25,44.03,23.84,16.68,16.81,
2024-04-10,23:54:55,6.23,51.56,53.13,50.97,46.22,43.99,23.83,16.68,14.31,
2024-04-11,00:04:55,6.19,51.54,53.12,50.9,46.19,43.99,23.81,16.68,14.31,
2024-04-11,05:45:10,6.18,51.34,52.69,50.69,46.19,43.98,23.8,16.68,13.81,
2024-04-11,11:35:25,6.6,50.97,52.23,50.49,46.22,43.99,23.83,16.68,13.93,
2024-04-11,17:15:41,6.57,69.47,65.01,52.53,46.11,43.96,23.83,16.68,16.25,
2024-04-11,23:55:59,6.23,--,--,--,--,--,--,--,--,
2024-04-12,00:05:59,6.19,--,--,--,--,--,--,--,--,
2024-04-12,05:36:12,6.16,66.37,62.92,53.05,46.09,43.95,23.82,16.62,15.71,
2024-04-12,11:16:26,6.59,66.37,62.92,53.05,46.09,43.95,23.82,16.62,15.71,
2024-04-12,16:46:40,6.57,63.27,60.83,53.58,46.07,43.93,23.82,16.56,15.18,
2024-04-12,23:56:58,6.23,--,--,--,--,--,--,--,--,
2024-04-13,00:06:59,6.19,62.46,60.25,53.34,46.08,43.91,23.82,16.46,14.21,
2024-04-13,05:47:14,6.15,62.46,60.25,53.34,46.08,43.91,23.82,16.46,14.21,
2024-04-13,11:27:29,6.52,61.65,59.68,53.09,46.08,43.88,23.82,16.37,13.25,
2024-04-13,17:07:45,6.56,60.76,59.24,52.7,46.0,43.84,23.79,16.27,13.21,
2024-04-13,23:58:03,6.22,59.87,58.8,52.31,45.92,43.8,23.76,16.18,13.18,
2024-04-14,00:08:03,6.22,59.86,58.8,52.32,45.92,43.81,23.76,16.18,13.12,
2024-04-14,05:38:17,6.17,59.57,58.48,52.19,45.92,43.77,23.75,16.12,12.43,
2024-04-14,11:08:32,6.51,58.42,57.94,51.96,45.91,43.73,23.74,16.12,14.18,
2024-04-14,16:38:48,6.55,56.21,57.11,51.58,45.8,43.69,23.7,16.06,16.68,
2024-04-14,23:59:08,6.18,55.66,56.74,51.4,45.79,43.69,23.7,16.06,13.81,
2024-04-15,00:09:08,6.22,55.63,56.72,51.39,45.78,43.68,23.69,16.06,13.75,
2024-04-15,05:49:23,6.18,55.34,56.31,51.11,45.79,43.65,23.67,16.12,13.25,
2024-04-15,11:29:37,6.57,--,--,--,--,--,--,--,--,
2024-04-15,17:07:00,6.56,--,--,--,--,--,--,--,--,
2024-04-15,23:47:11,6.22,--,--,--,--,--,--,--,--,
2024-04-16,00:17:12,6.22,--,--,--,--,--,--,--,--,
2024-04-16,06:17:29,6.15,52.43,54.07,50.15,45.72,43.55,23.61,16.15,15.71,
2024-04-16,12:17:46,6.48,52.43,54.07,50.15,45.72,43.55,23.61,16.15,15.71,
2024-04-16,18:18:04,6.38,49.52,51.83,49.19,45.65,43.45,23.55,16.18,18.18,
2024-04-16,23:58:20,6.22,48.95,51.42,49,45.66,43.5,23.57,16.18,14.37,
2024-04-17,00:08:20,6.22,48.94,51.39,48.98,45.65,43.5,23.57,16.18,14.25,
2024-04-17,05:38:35,6.17,48.4,50.78,48.76,45.64,43.47,23.54,16.25,12.37,
2024-04-17,11:08:50,6.48,56.65,55.48,48.26,45.58,43.47,23.55,16.25,15.18,
2024-04-17,17:39:08,6.49,64.9,60.19,47.76,45.52,43.46,23.56,16.25,18,
2024-04-17,23:59:25,6.17,63.37,59.67,47.82,45.51,43.45,23.54,16.31,14.43,
2024-04-18,00:09:25,6.21,63.32,59.65,47.82,45.51,43.44,23.55,16.31,14.43,
2024-04-18,05:39:40,6.16,62.53,59.19,47.9,45.54,43.45,23.55,16.37,12.5,
2024-04-18,11:29:55,6.51,--,--,--,--,--,--,--,--,
2024-04-18,17:20:11,6.51,--,--,--,--,--,--,--,--,
2024-04-18,23:50:28,6.22,--,--,--,--,--,--,--,--,
2024-04-19,00:00:00,,--,--,--,--,--,--,--,--,
2024-04-19,00:00:28,6.17,--,--,--,--,--,--,--,--,
2024-04-19,04:48:00,,--,--,--,--,--,--,--,--,
2024-04-19,05:40:42,6.16,--,--,--,--,--,--,--,--,
2024-04-19,09:36:00,,--,--,--,--,--,--,--,--,
2024-04-19,11:30:56,6.54,--,--,--,--,--,--,--,--,
2024-04-19,14:24:00,,--,--,--,--,--,--,--,--,
2024-04-19,17:11:12,6.52,--,--,--,--,--,--,--,--,
2024-04-19,19:12:00,,--,--,--,--,--,--,--,--,
2024-04-19,23:51:29,6.23,--,--,--,--,--,--,--,--,
2024-04-20,00:01:29,6.19,--,--,--,--,--,--,--,--,
2024-04-20,05:41:43,6.16,--,--,--,--,--,--,--,--,
2024-04-20,11:21:57,6.57,57.39,56.28,47.27,45.39,43.41,23.54,16.34,13.28,
2024-04-20,17:02:12,6.58,57.39,56.28,47.27,45.39,43.41,23.54,16.34,13.28,
2024-04-20,23:52:31,6.24,52.26,53.38,46.64,45.24,43.36,23.53,16.31,14.06,
2024-04-21,00:02:31,6.19,52.25,53.37,46.64,45.23,43.36,23.53,16.31,14,
2024-04-21,05:32:45,6.19,51.96,52.93,46.51,45.2,43.33,23.52,16.37,13.31,
2024-04-21,11:13:00,6.54,51.3,52.41,46.41,45.21,43.34,23.54,16.31,14.81,
2024-04-21,16:43:15,6.55,50.51,51.71,46.12,45.11,43.28,23.52,16.28,15.09,
2024-04-21,23:53:33,6.23,49.72,51.01,45.84,45.01,43.23,23.5,16.25,15.37,
2024-04-22,00:03:33,6.19,49.74,51.02,45.86,45.03,43.25,23.51,16.25,15.31,
2024-04-22,05:33:47,6.16,49.31,50.6,45.72,44.97,43.22,23.5,16.25,13.56,
2024-04-22,11:24:03,6.51,57.66,49.96,45.48,44.98,43.21,23.53,16.31,16,
2024-04-22,17:14:20,6.5,65.79,61.83,45.99,44.81,43.22,23.53,16.31,18.25,
2024-04-22,23:54:37,6.21,--,--,--,--,--,--,--,--,
2024-04-23,00:04:38,6.21,63.82,60.61,46.34,44.78,43.22,23.53,16.34,17.41,
2024-04-23,06:24:53,6.13,63.82,60.61,46.34,44.78,43.22,23.53,16.34,17.41,
2024-04-23,13:05:11,6.5,61.84,59.4,46.68,44.74,43.21,23.53,16.37,16.56,
2024-04-23,17:55:24,6.56,--,--,--,--,--,--,--,--,
2024-04-23,23:55:39,6.22,--,--,--,--,--,--,--,--,
2024-04-24,00:00:00,,--,--,--,--,--,--,--,--,
2024-04-24,00:05:39,6.22,--,--,--,--,--,--,--,--,
2024-04-24,04:48:00,,--,--,--,--,--,--,--,--,
2024-04-24,05:35:52,6.16,--,--,--,--,--,--,--,--,
2024-04-24,09:36:00,,--,--,--,--,--,--,--,--,
2024-04-24,11:26:06,6.58,--,--,--,--,--,--,--,--,
2024-04-24,14:24:00,,--,--,--,--,--,--,--,--,
2024-04-24,17:26:22,6.53,--,--,--,--,--,--,--,--,
2024-04-24,19:12:00,,--,--,--,--,--,--,--,--,
2024-04-24,23:56:39,6.22,58.81,57.79,46.5,44.6,43.2,23.52,16.27,13.43,
2024-04-25,00:06:39,6.17,58.81,57.79,46.5,44.6,43.2,23.52,16.27,13.43,
2024-04-25,05:46:55,6.15,55.79,56.18,46.31,44.46,43.18,23.51,16.18,10.31,
2024-04-25,11:27:11,6.52,53.77,55.08,46.01,44.35,43.14,23.48,16.05,12.09,
2024-04-25,17:17:26,6.53,53.77,55.08,46.01,44.35,43.14,23.48,16.05,12.09,
2024-04-25,23:57:44,6.19,51.75,53.97,45.7,44.24,43.09,23.46,15.93,13.87,
2024-04-26,00:07:45,6.22,51.73,53.95,45.7,44.23,43.08,23.46,15.93,13.81,
2024-04-26,05:38:00,6.17,51.31,53.54,45.63,44.18,43.06,23.45,15.93,11.87,
2024-04-26,11:08:15,6.51,49.78,52.33,45.34,44.11,43.0,23.41,15.9,12.81,
2024-04-26,16:48:30,6.49,49.78,52.33,45.34,44.11,43.0,23.41,15.9,12.81,
2024-04-26,23:58:49,6.22,48.24,51.11,45.05,44.05,42.93,23.37,15.87,13.75,
2024-04-27,00:08:50,6.22,48.23,51.09,45.03,44.04,42.94,23.37,15.87,13.68,
2024-04-27,05:49:06,6.16,47.81,50.51,44.88,44,42.9,23.35,15.93,12,
2024-04-27,11:39:22,6.51,55.83,55.98,45.35,43.95,42.91,23.37,15.93,14.03,
2024-04-27,17:19:36,6.51,63.85,61.46,45.82,43.9,42.92,23.38,15.93,16.06,
2024-04-27,23:59:54,6.16,62.52,60.65,46.03,43.85,42.91,23.37,15.87,12.12,
2024-04-28,00:09:55,6.21,62.49,60.64,46.04,43.85,42.91,23.38,15.87,12.06,
2024-04-28,05:40:11,6.16,61.71,60.04,46.13,43.84,42.91,23.37,15.87,10.06,
2024-04-28,11:40:28,6.54,--,--,--,--,--,--,--,--,
2024-04-28,17:10:43,6.61,--,--,--,--,--,--,--,--,
2024-04-28,23:50:59,6.21,--,--,--,--,--,--,--,--,
2024-04-29,00:01:00,6.17,--,--,--,--,--,--,--,--,
2024-04-29,05:41:16,6.14,--,--,--,--,--,--,--,--,
2024-04-29,11:21:31,6.54,57.77,58.04,45.82,43.67,42.84,23.33,15.59,11.03,
2024-04-29,17:11:47,6.51,57.77,58.04,45.82,43.67,42.84,23.33,15.59,11.03,
2024-04-29,23:52:04,6.23,53.82,56.04,45.51,43.51,42.77,23.29,15.31,12,
2024-04-30,00:02:05,6.19,53.82,56.03,45.51,43.51,42.78,23.29,15.31,12,
2024-04-30,05:42:19,6.19,53.36,55.62,45.47,43.48,42.75,23.28,15.31,11.37,
2024-04-30,11:22:34,6.51,51.64,54.59,45.22,43.43,42.7,23.25,15.28,14.27,
2024-04-30,17:12:50,6.51,49.92,53.56,44.97,43.38,42.64,23.22,15.25,17.18,
2024-04-30,23:53:08,6.22,49.26,53.05,44.89,43.34,42.64,23.21,15.25,13.68,
2024-05-01,00:03:08,6.18,49.25,53.04,44.9,43.34,42.64,23.21,15.25,13.68,
2024-05-01,05:43:22,6.17,48.89,52.55,44.84,43.35,42.63,23.21,15.31,12.12,
2024-05-01,11:23:39,6.57,49.68,51.95,44.74,43.41,42.64,23.24,15.37,13.56,
2024-05-01,17:03:22,6.53,66.07,63.09,44.58,43.29,42.61,23.22,15.43,15.18,
2024-05-01,23:53:41,6.22,63.47,61.48,45.28,43.26,42.61,23.21,15.43,11.56,
2024-05-02,00:03:42,6.17,63.43,61.44,45.27,43.25,42.61,23.21,15.43,11.43,
2024-05-02,05:43:58,6.15,62.42,60.72,45.44,43.25,42.61,23.21,15.43,9.18,
2024-05-02,11:24:14,6.58,61.31,60.01,45.38,43.23,42.61,23.22,15.37,11.46,
2024-05-02,17:04:29,6.57,60.2,59.3,45.31,43.2,42.62,23.23,15.31,13.75,
2024-05-02,23:54:47,6.22,59.51,58.84,45.25,43.11,42.59,23.2,15.18,10.81,
2024-05-03,00:04:48,6.17,59.5,58.83,45.25,43.12,42.58,23.19,15.12,10.75,
2024-05-03,05:45:05,6.15,59.06,58.46,45.27,43.11,42.59,23.21,15.06,8.87,
2024-05-03,11:25:21,6.57,57.35,57.72,45.12,43.06,42.56,23.2,14.96,11.15,
2024-05-03,17:15:37,6.54,55.64,56.97,44.97,43.01,42.52,23.18,14.87,13.43,
2024-05-03,23:55:55,6.21,54.81,56.58,44.91,42.94,42.48,23.16,14.75,9.93,
2024-05-04,00:05:56,6.21,54.79,56.57,44.91,42.94,42.49,23.15,14.75,9.87,
2024-05-04,06:06:14,6.14,54.29,56.13,44.86,42.91,42.46,23.14,14.75,7.75,
2024-05-04,11:46:30,6.54,52.62,55.22,44.63,42.87,42.42,23.12,14.66,11.31,
2024-05-04,17:16:44,6.54,50.95,54.3,44.41,42.83,42.38,23.1,14.56,14.87,
2024-05-04,23:57:04,6.22,50.38,53.92,44.33,42.76,42.36,23.1,14.43,11.81,
2024-05-05,00:07:03,6.22,50.36,53.91,44.33,42.76,42.37,23.09,14.43,11.75,
2024-05-05,05:57:19,6.16,49.94,53.49,44.29,42.75,42.33,23.09,14.43,10.25,
2024-05-05,11:37:36,6.58,49.03,52.76,44.2,42.78,42.33,23.09,14.5,11.37,
2024-05-05,17:07:51,6.54,47.83,51.66,43.97,42.77,42.27,23.07,14.5,14.75,
2024-05-05,23:58:09,6.22,47.26,51.04,43.81,42.69,42.26,23.05,14.43,11.25,
2024-05-06,00:08:10,6.22,47.25,51.03,43.8,42.7,42.26,23.05,14.43,11.12,
2024-05-06,05:38:26,6.15,46.9,50.57,43.7,42.68,42.25,23.04,14.43,9.25,
2024-05-06,11:18:42,6.54,46.34,49.8,43.51,42.67,42.2,23.02,14.43,12.06,
2024-05-06,17:18:58,6.54,45.78,49.02,43.31,42.67,42.15,22.99,14.43,14.87,
2024-05-06,23:59:18,6.21,45.22,48.62,43.17,42.6,42.13,22.97,14.37,10.5,
2024-05-07,00:09:17,6.21,45.21,48.6,43.15,42.59,42.14,22.97,14.37,10.37,
2024-05-07,05:29:33,6.16,44.82,48.14,43.05,42.59,42.13,22.96,14.43,9.12,
2024-05-07,11:09:49,6.62,44.79,47.73,42.91,42.56,42.11,22.96,14.43,10,
2024-05-07,16:40:03,6.38,54.32,47.72,42.72,42.56,42.13,22.98,14.37,10.56,
2024-05-07,23:50:26,6.19,63.01,50.41,42.58,42.51,42.12,22.98,14.31,8.56,
2024-05-08,00:00:26,6.19,62.97,50.51,42.56,42.51,42.12,22.97,14.31,8.56,
2024-05-08,05:40:44,6.11,61.92,53.1,42.45,42.46,42.11,22.96,14.18,7.25,
2024-05-08,11:32:13,6.57,--,--,--,--,--,--,--,--,
2024-05-08,17:12:28,6.52,--,--,--,--,--,--,--,--,
2024-05-08,23:52:46,6.21,--,--,--,--,--,--,--,--,
2024-05-09,00:00:00,,--,--,--,--,--,--,--,--,
2024-05-09,00:02:46,6.21,--,--,--,--,--,--,--,--,
2024-05-09,04:48:00,,--,--,--,--,--,--,--,--,
2024-05-09,05:43:02,6.15,--,--,--,--,--,--,--,--,
2024-05-09,09:36:00,,--,--,--,--,--,--,--,--,
2024-05-09,12:23:22,6.56,--,--,--,--,--,--,--,--,
2024-05-09,14:24:00,,--,--,--,--,--,--,--,--,
2024-05-09,18:13:36,6.35,--,--,--,--,--,--,--,--,
2024-05-09,19:12:00,,--,--,--,--,--,--,--,--,
2024-05-09,23:53:51,6.22,--,--,--,--,--,--,--,--,
2024-05-10,00:00:00,,--,--,--,--,--,--,--,--,
2024-05-10,00:03:51,6.22,--,--,--,--,--,--,--,--,
2024-05-10,04:48:00,,--,--,--,--,--,--,--,--,
2024-05-10,05:54:07,6.16,--,--,--,--,--,--,--,--,
2024-05-10,09:36:00,,--,--,--,--,--,--,--,--,
2024-05-10,11:54:48,6.59,--,--,--,--,--,--,--,--,
2024-05-10,14:24:00,,--,--,--,--,--,--,--,--,
2024-05-10,18:05:04,6.35,--,--,--,--,--,--,--,--,
2024-05-10,19:12:00,,--,--,--,--,--,--,--,--,
2024-05-10,23:55:19,6.22,--,--,--,--,--,--,--,--,
2024-05-11,00:05:19,6.22,--,--,--,--,--,--,--,--,
2024-05-11,05:45:35,6.14,58.05,53.44,41.99,42.2,41.77,22.76,13.8,10.25,
2024-05-11,11:35:51,6.58,58.05,53.44,41.99,42.2,41.77,22.76,13.8,10.25,
2024-05-11,18:06:08,6.36,54.18,53.78,41.53,41.95,41.42,22.55,13.43,13.25,
2024-05-11,23:56:25,6.22,54.19,54.28,42.1,42.24,41.9,22.9,13.43,10.06,
2024-05-12,00:06:25,6.22,54.17,54.27,42.1,42.25,41.89,22.9,13.43,10,
2024-05-12,05:56:42,6.17,53.75,54.02,42.13,42.24,41.88,22.89,13.43,8,
2024-05-12,11:57:00,6.55,53.48,53.63,42.04,42.24,41.84,22.88,13.43,12.06,
2024-05-12,17:57:18,6.38,52.53,53.49,42.02,42.25,41.86,22.89,13.37,13.25,
2024-05-12,23:57:34,6.21,52.02,53.37,42.03,42.2,41.84,22.87,13.37,10,
2024-05-13,00:07:34,6.21,52,53.37,42.03,42.2,41.84,22.87,13.37,9.93,
2024-05-13,05:57:52,6.16,51.56,53.08,42.05,42.2,41.83,22.87,13.37,7.93,
2024-05-13,12:18:10,6.55,51.11,52.78,42.02,42.22,41.83,22.87,13.37,10.5,
2024-05-13,18:08:25,6.33,50.66,52.48,41.98,42.23,41.83,22.87,13.37,13.06,
2024-05-13,23:58:42,6.21,50.13,52.33,41.98,42.2,41.83,22.86,13.31,9.62,
2024-05-14,00:08:42,6.21,50.11,52.33,41.98,42.19,41.82,22.86,13.31,9.56,
2024-05-14,05:59:00,6.16,49.73,52.03,42,42.19,41.82,22.86,13.37,8.06,
2024-05-14,12:09:17,6.57,49.56,51.63,41.96,42.23,41.82,22.86,13.37,11.81,
2024-05-14,17:59:34,6.38,49.05,51.34,41.9,42.2,41.82,22.86,13.31,12.62,
2024-05-14,23:59:51,6.21,48.56,51.16,41.9,42.16,41.8,22.84,13.25,9.25,
2024-05-15,00:09:52,6.21,48.55,51.16,41.9,42.16,41.81,22.85,13.25,9.18,
2024-05-15,06:00:09,6.16,48.3,50.89,41.91,42.16,41.8,22.86,13.25,8.25,
2024-05-15,11:50:26,6.63,48.25,50.68,41.87,42.16,41.79,22.86,13.25,9.25,
2024-05-15,17:50:44,6.46,47.94,50.31,41.81,42.17,41.77,22.86,13.25,11.93,
2024-05-15,23:51:00,6.22,47.6,50.18,41.79,42.14,41.77,22.86,13.12,9.06,
2024-05-16,00:01:00,6.22,47.6,50.19,41.8,42.15,41.77,22.86,13.18,9,
2024-05-16,05:51:17,6.15,47.23,49.9,41.78,42.12,41.75,22.85,13.12,7.62,
2024-05-16,11:51:35,6.54,47.07,49.42,41.71,42.13,41.71,22.84,13.12,12.31,
2024-05-16,17:51:52,6.45,46.93,49.28,41.64,42.11,41.73,22.84,13.06,13.5,
2024-05-16,23:52:09,6.21,46.47,49.19,41.64,42.07,41.72,22.84,13,9.68,
2024-05-17,00:02:10,6.21,46.46,49.19,41.65,42.08,41.72,22.84,13,9.62,
2024-05-17,05:52:27,6.15,46.01,48.86,41.61,42.04,41.66,22.8,13.06,7.75,
2024-05-17,11:52:44,6.55,53.53,49.77,41.52,42.02,41.66,22.8,13.03,10.43,
2024-05-17,17:53:01,6.39,61.06,50.69,41.43,42.01,41.66,22.81,13,13.12,
2024-05-17,23:53:17,6.21,59.99,52.13,41.47,42,41.67,22.82,13,9.87,
2024-05-18,00:03:18,6.21,59.96,52.15,41.48,42,41.67,22.83,13,9.81,
2024-05-18,06:23:36,6.14,59.13,52.36,41.46,42,41.66,22.82,13.06,7.87,
2024-05-18,12:13:53,6.54,58.49,52.2,41.37,42.01,41.63,22.82,13.06,12.5,
2024-05-18,18:04:10,6.35,56.55,51.85,40.84,41.72,41.27,22.54,13,12.68,
2024-05-18,23:54:26,6.21,56.36,52.31,41.35,41.98,41.66,22.81,13,9.68,
2024-05-19,00:04:27,6.21,56.34,52.3,41.35,41.97,41.65,22.82,13,9.56,
2024-05-19,05:54:44,6.15,55.83,52.09,41.36,41.98,41.66,22.82,13,7.75,
2024-05-19,11:55:01,6.54,55.23,51.74,41.32,42.01,41.65,22.84,13.06,12.56,
2024-05-19,17:55:18,6.36,53.54,51.58,41.2,41.97,41.61,22.8,12.93,13.43,
2024-05-19,23:55:33,6.22,52.96,51.56,41.23,41.95,41.61,22.81,12.93,11,
2024-05-20,00:05:33,6.22,52.94,51.55,41.23,41.94,41.61,22.81,12.93,11,
2024-05-20,05:55:48,6.17,52.53,51.39,41.27,41.96,41.62,22.82,13,10.12,
2024-05-20,11:56:06,7.14,51.97,51.16,41.28,41.98,41.62,22.82,13,10.43,
2024-05-20,17:56:21,6.3,51.65,51.04,41.28,41.98,41.64,22.83,13.06,11.5,
2024-05-20,23:56:36,6.23,51.52,50.97,41.24,41.94,41.61,22.81,13.06,11.12,
2024-05-21,00:06:36,6.23,51.53,51,41.28,41.97,41.64,22.83,13.06,11.12,
2024-05-21,05:46:50,6.16,51.49,50.97,41.32,41.97,41.65,22.83,13.06,10.93,
2024-05-21,11:37:06,6.59,51.48,50.85,41.25,41.93,41.59,22.8,13.06,12.18,
2024-05-21,17:27:22,6.59,51.31,50.85,41.3,41.96,41.62,22.83,13.06,13.93,
2024-05-21,23:57:39,6.24,51.05,50.88,41.33,41.96,41.61,22.82,13.06,12.37,
2024-05-22,00:07:40,6.24,50.99,50.83,41.26,41.92,41.54,22.78,13.06,12.37,
2024-05-22,05:47:54,6.18,50.88,50.71,41.37,41.98,41.63,22.83,13.12,11.68,
2024-05-22,11:38:09,7.04,50.85,50.63,41.44,41.98,41.66,22.83,13.18,12.06,
2024-05-22,17:28:25,6.34,--,--,--,--,--,--,--,--,
2024-05-22,23:58:41,6.22,56.33,50.61,41.45,42.0,41.68,22.84,13.27,11.56,
2024-05-23,00:08:41,6.22,56.33,50.61,41.45,42.0,41.68,22.84,13.27,11.56,
2024-05-23,05:58:56,6.14,61.81,50.59,41.45,42.03,41.7,22.85,13.37,11.06,
2024-05-23,11:49:13,6.56,61.94,50.87,41.43,42.04,41.69,22.87,13.37,14.87,
2024-05-23,17:49:30,6.42,60.89,51.44,41.37,41.99,41.68,22.85,13.37,14,
2024-05-23,23:59:47,6.22,--,--,--,--,--,--,--,--,
2024-05-24,00:09:47,6.22,--,--,--,--,--,--,--,--,
2024-05-24,06:00:03,6.16,60.06,51.79,41.36,42.0,41.7,22.87,13.4,13.31,
2024-05-24,12:00:19,6.59,60.06,51.79,41.36,42.0,41.7,22.87,13.4,13.31,
2024-05-24,17:50:34,6.35,59.23,52.14,41.35,42.01,41.72,22.88,13.43,12.62,
2024-05-24,23:50:49,6.23,--,--,--,--,--,--,--,--,
2024-05-25,00:00:49,6.23,58.88,52.23,41.28,41.96,41.66,22.85,13.4,12.09,
2024-05-25,05:51:04,6.16,58.88,52.23,41.28,41.96,41.66,22.85,13.4,12.09,
2024-05-25,11:51:19,6.62,58.52,52.31,41.21,41.91,41.6,22.82,13.37,11.56,
2024-05-25,17:51:35,6.34,--,--,--,--,--,--,--,--,
2024-05-25,23:51:50,6.24,--,--,--,--,--,--,--,--,
2024-05-26,00:01:50,6.24,58.12,52.42,41.29,41.96,41.66,22.87,13.34,13.5,
2024-05-26,05:52:06,6.16,58.12,52.42,41.29,41.96,41.66,22.87,13.34,13.5,
2024-05-26,11:51:48,6.54,57.71,52.54,41.37,42.01,41.72,22.92,13.31,15.43,
2024-05-26,17:52:05,6.39,57.11,52.66,41.39,41.99,41.72,22.91,13.31,13.43,
2024-05-26,23:52:22,6.22,56.5,52.77,41.42,41.98,41.72,22.91,13.31,11.43,
2024-05-27,00:02:22,6.22,56.48,52.77,41.43,41.98,41.72,22.92,13.31,11.37,
2024-05-27,05:42:39,6.18,56.05,52.57,41.43,41.98,41.7,22.91,13.37,9.87,
2024-05-27,11:22:55,6.56,55.84,52.42,41.46,42.05,41.74,22.93,13.43,11.75,
2024-05-27,17:03:11,6.6,55.58,52.43,41.38,42.01,41.72,22.92,13.37,14,
2024-05-27,23:53:29,6.22,55.14,52.5,41.44,42.02,41.75,22.94,13.37,10.93,
2024-05-28,00:03:30,6.22,55.12,52.49,41.43,42.02,41.74,22.94,13.37,10.87,
2024-05-28,05:53:47,6.17,54.68,52.32,41.46,42.03,41.76,22.94,13.37,9.06,
2024-05-28,11:54:04,6.55,54.54,52.05,41.4,42.05,41.74,22.94,13.43,12.87,
2024-05-28,17:54:21,6.33,54.27,52.16,41.34,42.01,41.74,22.94,13.37,13.31,
2024-05-28,23:54:38,6.22,53.8,52.16,41.36,41.99,41.74,22.94,13.31,10.93,
2024-05-29,00:04:38,6.22,53.79,52.16,41.36,42,41.75,22.94,13.31,10.93,
2024-05-29,05:54:55,6.16,53.46,51.99,41.36,41.99,41.74,22.94,13.31,9.62,
2024-05-29,12:05:13,6.51,53.33,51.77,41.28,41.98,41.67,22.92,13.31,11.93,
2024-05-29,18:05:29,6.33,52.82,51.81,41.3,42.01,41.74,22.94,13.25,13.93,
2024-05-29,23:55:45,6.22,52.38,51.83,41.33,41.98,41.73,22.94,13.25,11.18,
2024-05-30,00:05:45,6.22,52.37,51.82,41.33,41.98,41.73,22.94,13.25,11.18,
2024-05-30,06:06:03,6.16,52.04,51.61,41.32,41.96,41.69,22.91,13.25,10.06,
2024-05-30,12:05:18,6.54,51.96,51.39,41.3,42.01,41.69,22.93,13.31,15.62,
2024-05-30,17:55:34,6.35,51.53,51.51,41.27,42,41.69,22.92,13.25,15.12,
2024-05-30,23:55:50,6.21,50.95,51.51,41.36,42,41.72,22.93,13.31,11.37,
2024-05-31,00:05:51,6.21,50.92,51.5,41.36,42,41.72,22.93,13.25,11.31,
2024-05-31,05:56:08,6.16,50.51,51.24,41.37,42,41.7,22.92,13.37,9.87,
2024-05-31,12:06:24,6.62,58.99,51.05,41.29,42,41.68,22.91,13.43,11.62,
2024-05-31,17:56:40,6.37,--,--,--,--,--,--,--,--,
2024-05-31,23:56:55,6.22,--,--,--,--,--,--,--,--,
2024-06-01,00:00:00,,--,--,--,--,--,--,--,--,
2024-06-01,00:06:56,6.22,--,--,--,--,--,--,--,--,
2024-06-01,04:48:00,,--,--,--,--,--,--,--,--,
2024-06-01,05:47:11,6.14,--,--,--,--,--,--,--,--,
2024-06-01,09:36:00,,--,--,--,--,--,--,--,--,
2024-06-01,11:37:27,6.61,--,--,--,--,--,--,--,--,
2024-06-01,14:24:00,,--,--,--,--,--,--,--,--,
2024-06-01,17:17:42,6.55,--,--,--,--,--,--,--,--,
2024-06-01,19:12:00,,--,--,--,--,--,--,--,--,
